"codigo_municipio";"nome_municipio";"sigla_uf"
"1455";"CAETE";"MG"
"1456";"CAIANA";"MG"
"1457";"CAJURI";"MG"
"1458";"CALDAS";"MG"
"1459";"CAMACHO";"MG"
"1460";"CAMANDUCAIA";"MG"
"1461";"CAMBUI";"MG"
"1462";"CAMBUQUIRA";"MG"
"1463";"CAMPANARIO";"MG"
"1464";"CAMPANHA";"MG"
"1465";"CAMPESTRE";"MG"
"1466";"CAMPINA VERDE";"MG"
"1467";"CAMPO AZUL";"MG"
"1468";"CAMPO BELO";"MG"
"1469";"CAMPO DO MEIO";"MG"
"1470";"CAMPO FLORIDO";"MG"
"1471";"CAMPOS ALTOS";"MG"
"1472";"CAMPOS GERAIS";"MG"
"1473";"CANA VERDE";"MG"
"1474";"CANAA";"MG"
"1475";"CANAPOLIS";"MG"
"1476";"CANDEIAS";"MG"
"1477";"CANTAGALO";"MG"
"1478";"CAPARAO";"MG"
"1479";"CAPELA NOVA";"MG"
"1480";"CAPELINHA";"MG"
"1481";"CAPETINGA";"MG"
"1482";"CAPIM BRANCO";"MG"
"1483";"CAPINOPOLIS";"MG"
"1484";"CAPITAO ANDRADE";"MG"
"1485";"CAPITAO ENEAS";"MG"
"1486";"CAPITOLIO";"MG"
"1487";"CAPUTIRA";"MG"
"1488";"CARAI";"MG"
"1489";"CARANAIBA";"MG"
"1490";"CARANDAI";"MG"
"1491";"CARANGOLA";"MG"
"1492";"CARATINGA";"MG"
"1493";"CARBONITA";"MG"
"1494";"CAREACU";"MG"
"1495";"CARLOS CHAGAS";"MG"
"1496";"CARMESIA";"MG"
"1497";"CARMO DA CACHOEIRA";"MG"
"1498";"CARMO DA MATA";"MG"
"1499";"CARMO DE MINAS";"MG"
"1500";"CARMO DO CAJURU";"MG"
"1501";"CARMO DO PARANAIBA";"MG"
"1502";"CARMO DO RIO CLARO";"MG"
"1503";"CARMOPOLIS DE MINAS";"MG"
"1504";"CARNEIRINHO";"MG"
"1505";"CARRANCAS";"MG"
"1506";"CARVALHOPOLIS";"MG"
"1507";"CARVALHOS";"MG"
"1508";"CASA GRANDE";"MG"
"1509";"CASCALHO RICO";"MG"
"1510";"CASSIA";"MG"
"1511";"CATAGUASES";"MG"
"1512";"CATAS ALTAS";"MG"
"1513";"CATAS ALTAS DA NORUEGA";"MG"
"1514";"CATUJI";"MG"
"1515";"CATUTI";"MG"
"1516";"CAXAMBU";"MG"
"1517";"CEDRO DO ABAETE";"MG"
"1518";"CENTRAL DE MINAS";"MG"
"1519";"CENTRALINA";"MG"
"1520";"CHACARA";"MG"
"1521";"CHALE";"MG"
"1522";"CHAPADA DO NORTE";"MG"
"1523";"CHAPADA GAUCHA";"MG"
"1524";"CHIADOR";"MG"
"1525";"CIPOTANEA";"MG"
"1526";"CLARAVAL";"MG"
"1527";"CLARO DOS POCOES";"MG"
"1528";"CLAUDIO";"MG"
"1529";"COIMBRA";"MG"
"1530";"COLUNA";"MG"
"1531";"COMENDADOR GOMES";"MG"
"1532";"COMERCINHO";"MG"
"1533";"CONCEICAO DA APARECIDA";"MG"
"1534";"CONCEICAO DA BARRA DE MINAS";"MG"
"1535";"CONCEICAO DAS ALAGOAS";"MG"
"1536";"CONCEICAO DAS PEDRAS";"MG"
"1537";"CONCEICAO DE IPANEMA";"MG"
"1538";"CONCEICAO DO MATO DENTRO";"MG"
"1539";"CONCEICAO DO PARA";"MG"
"1540";"CONCEICAO DO RIO VERDE";"MG"
"1541";"CONCEICAO DOS OUROS";"MG"
"1542";"CONEGO MARINHO";"MG"
"1543";"CONFINS";"MG"
"1544";"CONGONHAL";"MG"
"1545";"CONGONHAS";"MG"
"1546";"CONGONHAS DO NORTE";"MG"
"1547";"CONQUISTA";"MG"
"1548";"CONSELHEIRO LAFAIETE";"MG"
"1549";"CONSELHEIRO PENA";"MG"
"1550";"CONSOLACAO";"MG"
"1551";"CONTAGEM";"MG"
"1552";"COQUEIRAL";"MG"
"1553";"CORACAO DE JESUS";"MG"
"1554";"CORDISBURGO";"MG"
"1555";"CORDISLANDIA";"MG"
"1556";"CORINTO";"MG"
"1557";"COROACI";"MG"
"1558";"COROMANDEL";"MG"
"1559";"CORONEL FABRICIANO";"MG"
"1560";"CORONEL MURTA";"MG"
"1561";"CORONEL PACHECO";"MG"
"1562";"CORONEL XAVIER CHAVES";"MG"
"1563";"CORREGO DANTA";"MG"
"1564";"CORREGO DO BOM JESUS";"MG"
"1565";"CORREGO FUNDO";"MG"
"1566";"CORREGO NOVO";"MG"
"1567";"COUTO DE MAGALHAES DE MINAS";"MG"
"1568";"CRISOLITA";"MG"
"1569";"CRISTAIS";"MG"
"1570";"CRISTALIA";"MG"
"1571";"CRISTIANO OTONI";"MG"
"1572";"CRISTINA";"MG"
"1573";"CRUCILANDIA";"MG"
"1574";"CRUZEIRO DA FORTALEZA";"MG"
"1575";"CRUZILIA";"MG"
"1576";"CUPARAQUE";"MG"
"1577";"CURRAL DE DENTRO";"MG"
"1578";"CURVELO";"MG"
"1579";"DATAS";"MG"
"1580";"DELFIM MOREIRA";"MG"
"1581";"DELFINOPOLIS";"MG"
"1582";"DELTA";"MG"
"1583";"DESCOBERTO";"MG"
"1584";"DESTERRO DE ENTRE RIOS";"MG"
"1585";"DESTERRO DO MELO";"MG"
"1586";"DIAMANTINA";"MG"
"1587";"DIOGO DE VASCONCELOS";"MG"
"1588";"DIONISIO";"MG"
"1589";"DIVINESIA";"MG"
"1590";"DIVINO";"MG"
"1591";"DIVINO DAS LARANJEIRAS";"MG"
"1592";"DIVINOLANDIA DE MINAS";"MG"
"1593";"DIVINOPOLIS";"MG"
"1594";"DIVISA ALEGRE";"MG"
"1595";"DIVISA NOVA";"MG"
"1596";"DIVISOPOLIS";"MG"
"1597";"DOM BOSCO";"MG"
"1598";"DOM CAVATI";"MG"
"1599";"DOM JOAQUIM";"MG"
"1600";"DOM SILVERIO";"MG"
"1601";"DOM VICOSO";"MG"
"1602";"DONA EUSEBIA";"MG"
"1603";"DORES DE CAMPOS";"MG"
"1604";"DORES DE GUANHAES";"MG"
"1605";"DORES DO INDAIA";"MG"
"1606";"DORES DO TURVO";"MG"
"1607";"DORESOPOLIS";"MG"
"1608";"DOURADOQUARA";"MG"
"1609";"DURANDE";"MG"
"1610";"ELOI MENDES";"MG"
"1611";"ENGENHEIRO CALDAS";"MG"
"1612";"ENGENHEIRO NAVARRO";"MG"
"1613";"ENTRE FOLHAS";"MG"
"1614";"ENTRE RIOS DE MINAS";"MG"
"1615";"ERVALIA";"MG"
"1616";"ESMERALDAS";"MG"
"1617";"ESPERA FELIZ";"MG"
"1618";"ESPINOSA";"MG"
"1619";"ESPIRITO SANTO DO DOURADO";"MG"
"1620";"ESTIVA";"MG"
"1621";"ESTRELA DALVA";"MG"
"1622";"ESTRELA DO INDAIA";"MG"
"1623";"ESTRELA DO SUL";"MG"
"1624";"EUGENOPOLIS";"MG"
"1625";"EWBANK DA CAMARA";"MG"
"1626";"EXTREMA";"MG"
"1627";"FAMA";"MG"
"1628";"FARIA LEMOS";"MG"
"1629";"FELICIO DOS SANTOS";"MG"
"1630";"FELISBURGO";"MG"
"1631";"FELIXLANDIA";"MG"
"1632";"FERNANDES TOURINHO";"MG"
"1633";"FERROS";"MG"
"1634";"FERVEDOURO";"MG"
"1635";"FLORESTAL";"MG"
"1636";"FORMIGA";"MG"
"1637";"FORMOSO";"MG"
"1638";"FORTALEZA DE MINAS";"MG"
"1639";"FORTUNA DE MINAS";"MG"
"1640";"FRANCISCO BADARO";"MG"
"1641";"FRANCISCO DUMONT";"MG"
"1642";"FRANCISCO SA";"MG"
"1643";"FRANCISCOPOLIS";"MG"
"1644";"FREI GASPAR";"MG"
"1645";"FREI INOCENCIO";"MG"
"1646";"FREI LAGONEGRO";"MG"
"1647";"FRONTEIRA";"MG"
"1648";"FRONTEIRA DOS VALES";"MG"
"1649";"FRUTA DE LEITE";"MG"
"1650";"FRUTAL";"MG"
"1651";"FUNILANDIA";"MG"
"1652";"GALILEIA";"MG"
"1653";"GAMELEIRAS";"MG"
"1654";"GLAUCILANDIA";"MG"
"1655";"GOIABEIRA";"MG"
"1656";"GOIANA";"MG"
"1657";"GONCALVES";"MG"
"1658";"GONZAGA";"MG"
"1659";"GOUVEIA";"MG"
"1660";"GOVERNADOR VALADARES";"MG"
"1661";"GRAO MOGOL";"MG"
"1662";"GRUPIARA";"MG"
"1663";"GUANHAES";"MG"
"1664";"GUAPE";"MG"
"1665";"GUARACIABA";"MG"
"1666";"GUARACIAMA";"MG"
"1667";"GUARANESIA";"MG"
"1668";"GUARANI";"MG"
"1669";"GUARARA";"MG"
"1670";"GUARDA-MOR";"MG"
"1671";"GUAXUPE";"MG"
"1672";"GUIDOVAL";"MG"
"1673";"GUIMARANIA";"MG"
"1674";"GUIRICEMA";"MG"
"1675";"GURINHATA";"MG"
"1676";"HELIODORA";"MG"
"1677";"IAPU";"MG"
"1678";"IBERTIOGA";"MG"
"1679";"IBIA";"MG"
"1680";"IBIAI";"MG"
"1681";"IBIRACATU";"MG"
"1682";"IBIRACI";"MG"
"1683";"IBIRITE";"MG"
"1684";"IBITIURA DE MINAS";"MG"
"1685";"IBITURUNA";"MG"
"1686";"ICARAI DE MINAS";"MG"
"1687";"IGARAPE";"MG"
"1688";"IGARATINGA";"MG"
"1689";"IGUATAMA";"MG"
"1690";"IJACI";"MG"
"1691";"ILICINEA";"MG"
"1692";"IMBE DE MINAS";"MG"
"1693";"INCONFIDENTES";"MG"
"1694";"INDAIABIRA";"MG"
"1695";"INDIANOPOLIS";"MG"
"1696";"INGAI";"MG"
"1697";"INHAPIM";"MG"
"1698";"INHAUMA";"MG"
"1699";"INIMUTABA";"MG"
"1700";"IPABA";"MG"
"1701";"IPANEMA";"MG"
"1702";"IPATINGA";"MG"
"1703";"IPIACU";"MG"
"1704";"IPUIUNA";"MG"
"1705";"IRAI DE MINAS";"MG"
"1706";"ITABIRA";"MG"
"1707";"ITABIRINHA";"MG"
"1708";"ITABIRITO";"MG"
"1709";"ITACAMBIRA";"MG"
"1710";"ITACARAMBI";"MG"
"1711";"ITAGUARA";"MG"
"1712";"ITAIPE";"MG"
"1713";"ITAJUBA";"MG"
"1714";"ITAMARANDIBA";"MG"
"1715";"ITAMARATI DE MINAS";"MG"
"1716";"ITAMBACURI";"MG"
"1717";"ITAMBE DO MATO DENTRO";"MG"
"1718";"ITAMOGI";"MG"
"1719";"ITAMONTE";"MG"
"1720";"ITANHANDU";"MG"
"1721";"ITANHOMI";"MG"
"1722";"ITAOBIM";"MG"
"1723";"ITAPAGIPE";"MG"
"1724";"ITAPECERICA";"MG"
"1725";"ITAPEVA";"MG"
"1726";"ITATIAIUCU";"MG"
"1727";"ITAU DE MINAS";"MG"
"1728";"ITAUNA";"MG"
"1729";"ITAVERAVA";"MG"
"1730";"ITINGA";"MG"
"1731";"ITUETA";"MG"
"1732";"ITUIUTABA";"MG"
"1733";"ITUMIRIM";"MG"
"1734";"ITURAMA";"MG"
"1735";"ITUTINGA";"MG"
"1736";"JABOTICATUBAS";"MG"
"1737";"JACINTO";"MG"
"1738";"JACUI";"MG"
"1739";"JACUTINGA";"MG"
"1740";"JAGUARACU";"MG"
"1741";"JAIBA";"MG"
"1742";"JAMPRUCA";"MG"
"1743";"JANAUBA";"MG"
"1744";"JANUARIA";"MG"
"1745";"JAPARAIBA";"MG"
"1746";"JAPONVAR";"MG"
"1747";"JECEABA";"MG"
"1748";"JENIPAPO DE MINAS";"MG"
"1749";"JEQUERI";"MG"
"1750";"JEQUITAI";"MG"
"1751";"JEQUITIBA";"MG"
"1752";"JEQUITINHONHA";"MG"
"1753";"JESUANIA";"MG"
"1754";"JOAIMA";"MG"
"1755";"JOANESIA";"MG"
"1756";"JOAO MONLEVADE";"MG"
"1757";"JOAO PINHEIRO";"MG"
"1758";"JOAQUIM FELICIO";"MG"
"1759";"JORDANIA";"MG"
"1760";"JOSE GONCALVES DE MINAS";"MG"
"1761";"JOSE RAYDAN";"MG"
"1762";"JOSENOPOLIS";"MG"
"1763";"JUATUBA";"MG"
"1764";"JUIZ DE FORA";"MG"
"1765";"JURAMENTO";"MG"
"1766";"JURUAIA";"MG"
"1767";"JUVENILIA";"MG"
"1768";"LADAINHA";"MG"
"1769";"LAGAMAR";"MG"
"1770";"LAGOA DA PRATA";"MG"
"1771";"LAGOA DOS PATOS";"MG"
"1772";"LAGOA DOURADA";"MG"
"1773";"LAGOA FORMOSA";"MG"
"1774";"LAGOA GRANDE";"MG"
"1775";"LAGOA SANTA";"MG"
"1776";"LAJINHA";"MG"
"1777";"LAMBARI";"MG"
"1778";"LAMIM";"MG"
"1779";"LARANJAL";"MG"
"1780";"LASSANCE";"MG"
"1781";"LAVRAS";"MG"
"1782";"LEANDRO FERREIRA";"MG"
"1783";"LEME DO PRADO";"MG"
"1784";"LEOPOLDINA";"MG"
"1785";"LIBERDADE";"MG"
"1786";"LIMA DUARTE";"MG"
"1787";"LIMEIRA DO OESTE";"MG"
"1788";"LONTRA";"MG"
"1789";"LUISBURGO";"MG"
"1790";"LUISLANDIA";"MG"
"1791";"LUMINARIAS";"MG"
"1792";"LUZ";"MG"
"1793";"MACHACALIS";"MG"
"1794";"MACHADO";"MG"
"1795";"MADRE DE DEUS DE MINAS";"MG"
"1796";"MALACACHETA";"MG"
"1797";"MAMONAS";"MG"
"1798";"MANGA";"MG"
"1799";"MANHUACU";"MG"
"1800";"MANHUMIRIM";"MG"
"1801";"MANTENA";"MG"
"1802";"MAR DE ESPANHA";"MG"
"1803";"MARAVILHAS";"MG"
"1804";"MARIA DA FE";"MG"
"1805";"MARIANA";"MG"
"1806";"MARILAC";"MG"
"1807";"MARIO CAMPOS";"MG"
"1808";"MARIPA DE MINAS";"MG"
"1809";"MARLIERIA";"MG"
"1810";"MARMELOPOLIS";"MG"
"1811";"MARTINHO CAMPOS";"MG"
"1812";"MARTINS SOARES";"MG"
"1813";"MATA VERDE";"MG"
"1814";"MATERLANDIA";"MG"
"1815";"MATEUS LEME";"MG"
"1816";"MATHIAS LOBATO";"MG"
"1817";"MATIAS BARBOSA";"MG"
"1818";"MATIAS CARDOSO";"MG"
"1819";"MATIPO";"MG"
"1820";"MATO VERDE";"MG"
"1821";"MATOZINHOS";"MG"
"1822";"MATUTINA";"MG"
"1823";"MEDEIROS";"MG"
"1824";"MEDINA";"MG"
"1825";"MENDES PIMENTEL";"MG"
"1826";"MERCES";"MG"
"1827";"MESQUITA";"MG"
"1828";"MINAS NOVAS";"MG"
"1829";"MINDURI";"MG"
"1830";"MIRABELA";"MG"
"1831";"MIRADOURO";"MG"
"1832";"MIRAI";"MG"
"1833";"MIRAVANIA";"MG"
"1834";"MOEDA";"MG"
"1835";"MOEMA";"MG"
"1836";"MONJOLOS";"MG"
"1837";"MONSENHOR PAULO";"MG"
"1838";"MONTALVANIA";"MG"
"1839";"MONTE ALEGRE DE MINAS";"MG"
"1840";"MONTE AZUL";"MG"
"1841";"MONTE BELO";"MG"
"1842";"MONTE CARMELO";"MG"
"1843";"MONTE FORMOSO";"MG"
"1844";"MONTE SANTO DE MINAS";"MG"
"1845";"MONTE SIAO";"MG"
"1846";"MONTES CLAROS";"MG"
"1847";"MONTEZUMA";"MG"
"1848";"MORADA NOVA DE MINAS";"MG"
"1849";"MORRO DA GARCA";"MG"
"1850";"MORRO DO PILAR";"MG"
"1851";"MUNHOZ";"MG"
"1852";"MURIAE";"MG"
"1853";"MUTUM";"MG"
"1854";"MUZAMBINHO";"MG"
"1855";"NACIP RAYDAN";"MG"
"1856";"NANUQUE";"MG"
"1857";"NAQUE";"MG"
"1858";"NATALANDIA";"MG"
"1859";"NATERCIA";"MG"
"1860";"NAZARENO";"MG"
"1861";"NEPOMUCENO";"MG"
"1862";"NINHEIRA";"MG"
"1863";"NOVA BELEM";"MG"
"1864";"NOVA ERA";"MG"
"1865";"NOVA LIMA";"MG"
"1866";"NOVA MODICA";"MG"
"1867";"NOVA PONTE";"MG"
"1868";"NOVA PORTEIRINHA";"MG"
"1869";"NOVA RESENDE";"MG"
"1870";"NOVA SERRANA";"MG"
"1871";"NOVA UNIAO";"MG"
"1872";"NOVO CRUZEIRO";"MG"
"1873";"NOVO ORIENTE DE MINAS";"MG"
"1874";"NOVORIZONTE";"MG"
"1875";"OLARIA";"MG"
"1876";"OLHOS-D'AGUA";"MG"
"1877";"OLIMPIO NORONHA";"MG"
"1878";"OLIVEIRA";"MG"
"1879";"OLIVEIRA FORTES";"MG"
"1880";"ONCA DE PITANGUI";"MG"
"1881";"ORATORIOS";"MG"
"1882";"ORIZANIA";"MG"
"1883";"OURO BRANCO";"MG"
"1884";"OURO FINO";"MG"
"1885";"OURO PRETO";"MG"
"1886";"OURO VERDE DE MINAS";"MG"
"1887";"PADRE CARVALHO";"MG"
"1888";"PADRE PARAISO";"MG"
"1889";"PAI PEDRO";"MG"
"1890";"PAINEIRAS";"MG"
"1891";"PAINS";"MG"
"1892";"PAIVA";"MG"
"1893";"PALMA";"MG"
"1894";"PALMOPOLIS";"MG"
"1895";"PAPAGAIOS";"MG"
"1896";"PARA DE MINAS";"MG"
"1897";"PARACATU";"MG"
"1898";"PARAGUACU";"MG"
"1899";"PARAISOPOLIS";"MG"
"1900";"PARAOPEBA";"MG"
"1901";"PASSA QUATRO";"MG"
"1902";"PASSA TEMPO";"MG"
"1903";"PASSA-VINTE";"MG"
"1904";"PASSABEM";"MG"
"1905";"PASSOS";"MG"
"1906";"PATIS";"MG"
"1907";"PATOS DE MINAS";"MG"
"1908";"PATROCINIO";"MG"
"1909";"PATROCINIO DO MURIAE";"MG"
"1910";"PAULA CANDIDO";"MG"
"1911";"PAULISTAS";"MG"
"1912";"PAVAO";"MG"
"1913";"PECANHA";"MG"
"1914";"PEDRA AZUL";"MG"
"1915";"PEDRA BONITA";"MG"
"1916";"PEDRA DO ANTA";"MG"
"1917";"PEDRA DO INDAIA";"MG"
"1918";"PEDRA DOURADA";"MG"
"1919";"PEDRALVA";"MG"
"1920";"PEDRAS DE MARIA DA CRUZ";"MG"
"1921";"PEDRINOPOLIS";"MG"
"1922";"PEDRO LEOPOLDO";"MG"
"1923";"PEDRO TEIXEIRA";"MG"
"1924";"PEQUERI";"MG"
"1925";"PEQUI";"MG"
"1926";"PERDIGAO";"MG"
"1927";"PERDIZES";"MG"
"1928";"PERDOES";"MG"
"1929";"PERIQUITO";"MG"
"1930";"PESCADOR";"MG"
"1931";"PIAU";"MG"
"1932";"PIEDADE DE CARATINGA";"MG"
"1933";"PIEDADE DE PONTE NOVA";"MG"
"1934";"PIEDADE DO RIO GRANDE";"MG"
"1935";"PIEDADE DOS GERAIS";"MG"
"1936";"PIMENTA";"MG"
"1937";"PINGO-D'AGUA";"MG"
"1938";"PINTOPOLIS";"MG"
"1939";"PIRACEMA";"MG"
"1940";"PIRAJUBA";"MG"
"1941";"PIRANGA";"MG"
"1942";"PIRANGUCU";"MG"
"1943";"PIRANGUINHO";"MG"
"1944";"PIRAPETINGA";"MG"
"1945";"PIRAPORA";"MG"
"1946";"PIRAUBA";"MG"
"1947";"PITANGUI";"MG"
"1948";"PIUMHI";"MG"
"1949";"PLANURA";"MG"
"1950";"POCO FUNDO";"MG"
"1951";"POCOS DE CALDAS";"MG"
"1952";"POCRANE";"MG"
"1953";"POMPEU";"MG"
"1954";"PONTE NOVA";"MG"
"1955";"PONTO CHIQUE";"MG"
"1956";"PONTO DOS VOLANTES";"MG"
"1957";"PORTEIRINHA";"MG"
"1958";"PORTO FIRME";"MG"
"1959";"POTE";"MG"
"1960";"POUSO ALEGRE";"MG"
"1961";"POUSO ALTO";"MG"
"1962";"PRADOS";"MG"
"1963";"PRATA";"MG"
"1964";"PRATAPOLIS";"MG"
"1965";"PRATINHA";"MG"
"1966";"PRESIDENTE BERNARDES";"MG"
"1967";"PRESIDENTE JUSCELINO";"MG"
"1968";"PRESIDENTE KUBITSCHEK";"MG"
"1969";"PRESIDENTE OLEGARIO";"MG"
"1970";"PRUDENTE DE MORAIS";"MG"
"1971";"QUARTEL GERAL";"MG"
"1972";"QUELUZITO";"MG"
"1973";"RAPOSOS";"MG"
"1974";"RAUL SOARES";"MG"
"1975";"RECREIO";"MG"
"1976";"REDUTO";"MG"
"1977";"RESENDE COSTA";"MG"
"1978";"RESPLENDOR";"MG"
"1979";"RESSAQUINHA";"MG"
"1980";"RIACHINHO";"MG"
"1981";"RIACHO DOS MACHADOS";"MG"
"1982";"RIBEIRAO DAS NEVES";"MG"
"1983";"RIBEIRAO VERMELHO";"MG"
"1984";"RIO ACIMA";"MG"
"1985";"RIO CASCA";"MG"
"1986";"RIO DO PRADO";"MG"
"1987";"RIO DOCE";"MG"
"1988";"RIO ESPERA";"MG"
"1989";"RIO MANSO";"MG"
"1990";"RIO NOVO";"MG"
"1991";"RIO PARANAIBA";"MG"
"1992";"RIO PARDO DE MINAS";"MG"
"1993";"RIO PIRACICABA";"MG"
"1994";"RIO POMBA";"MG"
"1995";"RIO PRETO";"MG"
"1996";"RIO VERMELHO";"MG"
"1997";"RITAPOLIS";"MG"
"1998";"ROCHEDO DE MINAS";"MG"
"1999";"RODEIRO";"MG"
"2000";"ROMARIA";"MG"
"2001";"ROSARIO DA LIMEIRA";"MG"
"2002";"RUBELITA";"MG"
"2003";"RUBIM";"MG"
"2004";"SABARA";"MG"
"2005";"SABINOPOLIS";"MG"
"2006";"SACRAMENTO";"MG"
"2007";"SALINAS";"MG"
"2008";"SALTO DA DIVISA";"MG"
"2009";"SANTA BARBARA";"MG"
"2010";"SANTA BARBARA DO LESTE";"MG"
"2011";"SANTA BARBARA DO MONTE VERDE";"MG"
"2012";"SANTA BARBARA DO TUGURIO";"MG"
"2013";"SANTA CRUZ DE MINAS";"MG"
"2014";"SANTA CRUZ DE SALINAS";"MG"
"2015";"SANTA CRUZ DO ESCALVADO";"MG"
"2016";"SANTA EFIGENIA DE MINAS";"MG"
"2017";"SANTA FE DE MINAS";"MG"
"2018";"SANTA HELENA DE MINAS";"MG"
"2019";"SANTA JULIANA";"MG"
"2020";"SANTA LUZIA";"MG"
"2021";"SANTA MARGARIDA";"MG"
"2022";"SANTA MARIA DE ITABIRA";"MG"
"2023";"SANTA MARIA DO SALTO";"MG"
"2024";"SANTA MARIA DO SUACUI";"MG"
"2025";"SANTA RITA DE CALDAS";"MG"
"2026";"SANTA RITA DE IBITIPOCA";"MG"
"2027";"SANTA RITA DE JACUTINGA";"MG"
"2028";"SANTA RITA DE MINAS";"MG"
"2029";"SANTA RITA DO ITUETO";"MG"
"2030";"SANTA RITA DO SAPUCAI";"MG"
"2031";"SANTA ROSA DA SERRA";"MG"
"2032";"SANTA VITORIA";"MG"
"2033";"SANTANA DA VARGEM";"MG"
"2034";"SANTANA DE CATAGUASES";"MG"
"2035";"SANTANA DE PIRAPAMA";"MG"
"2036";"SANTANA DO DESERTO";"MG"
"2037";"SANTANA DO GARAMBEU";"MG"
"2038";"SANTANA DO JACARE";"MG"
"2039";"SANTANA DO MANHUACU";"MG"
"2040";"SANTANA DO PARAISO";"MG"
"2041";"SANTANA DO RIACHO";"MG"
"2042";"SANTANA DOS MONTES";"MG"
"2043";"SANTO ANTONIO DO AMPARO";"MG"
"2044";"SANTO ANTONIO DO AVENTUREIRO";"MG"
"2045";"SANTO ANTONIO DO GRAMA";"MG"
"2046";"SANTO ANTONIO DO ITAMBE";"MG"
"2047";"SANTO ANTONIO DO JACINTO";"MG"
"2048";"SANTO ANTONIO DO MONTE";"MG"
"2049";"SANTO ANTONIO DO RETIRO";"MG"
"2050";"SANTO ANTONIO DO RIO ABAIXO";"MG"
"2051";"SANTO HIPOLITO";"MG"
"2052";"SANTOS DUMONT";"MG"
"2053";"SAO BENTO ABADE";"MG"
"2054";"SAO BRAS DO SUACUI";"MG"
"2055";"SAO DOMINGOS DAS DORES";"MG"
"2056";"SAO DOMINGOS DO PRATA";"MG"
"2057";"SAO FELIX DE MINAS";"MG"
"2058";"SAO FRANCISCO";"MG"
"2059";"SAO FRANCISCO DE PAULA";"MG"
"2060";"SAO FRANCISCO DE SALES";"MG"
"2061";"SAO FRANCISCO DO GLORIA";"MG"
"2062";"SAO GERALDO";"MG"
"2063";"SAO GERALDO DA PIEDADE";"MG"
"2064";"SAO GERALDO DO BAIXIO";"MG"
"2065";"SAO GONCALO DO ABAETE";"MG"
"2066";"SAO GONCALO DO PARA";"MG"
"2067";"SAO GONCALO DO RIO ABAIXO";"MG"
"2068";"SAO GONCALO DO RIO PRETO";"MG"
"2069";"SAO GONCALO DO SAPUCAI";"MG"
"2070";"SAO GOTARDO";"MG"
"2071";"SAO JOAO BATISTA DO GLORIA";"MG"
"2072";"SAO JOAO DA LAGOA";"MG"
"2073";"SAO JOAO DA MATA";"MG"
"2074";"SAO JOAO DA PONTE";"MG"
"2075";"SAO JOAO DAS MISSOES";"MG"
"2076";"SAO JOAO DEL REI";"MG"
"2077";"SAO JOAO DO MANHUACU";"MG"
"2078";"SAO JOAO DO MANTENINHA";"MG"
"2079";"SAO JOAO DO ORIENTE";"MG"
"2080";"SAO JOAO DO PACUI";"MG"
"2081";"SAO JOAO DO PARAISO";"MG"
"2082";"SAO JOAO EVANGELISTA";"MG"
"2083";"SAO JOAO NEPOMUCENO";"MG"
"2084";"SAO JOAQUIM DE BICAS";"MG"
"2085";"SAO JOSE DA BARRA";"MG"
"2086";"SAO JOSE DA LAPA";"MG"
"2087";"SAO JOSE DA SAFIRA";"MG"
"2088";"SAO JOSE DA VARGINHA";"MG"
"2089";"SAO JOSE DO ALEGRE";"MG"
"2090";"SAO JOSE DO DIVINO";"MG"
"2091";"SAO JOSE DO GOIABAL";"MG"
"2092";"SAO JOSE DO JACURI";"MG"
"2093";"SAO JOSE DO MANTIMENTO";"MG"
"2094";"SAO LOURENCO";"MG"
"2095";"SAO MIGUEL DO ANTA";"MG"
"2096";"SAO PEDRO DA UNIAO";"MG"
"2097";"SAO PEDRO DO SUACUI";"MG"
"2098";"SAO PEDRO DOS FERROS";"MG"
"2099";"SAO ROMAO";"MG"
"2100";"SAO ROQUE DE MINAS";"MG"
"2101";"SAO SEBASTIAO DA BELA VISTA";"MG"
"2102";"SAO SEBASTIAO DA VARGEM ALEGRE";"MG"
"2103";"SAO SEBASTIAO DO ANTA";"MG"
"2104";"SAO SEBASTIAO DO MARANHAO";"MG"
"2105";"SAO SEBASTIAO DO OESTE";"MG"
"2106";"SAO SEBASTIAO DO PARAISO";"MG"
"2107";"SAO SEBASTIAO DO RIO PRETO";"MG"
"2108";"SAO SEBASTIAO DO RIO VERDE";"MG"
"2109";"SAO THOME DAS LETRAS";"MG"
"2110";"SAO TIAGO";"MG"
"2111";"SAO TOMAS DE AQUINO";"MG"
"2112";"SAO VICENTE DE MINAS";"MG"
"2113";"SAPUCAI-MIRIM";"MG"
"2114";"SARDOA";"MG"
"2115";"SARZEDO";"MG"
"2116";"SEM-PEIXE";"MG"
"2117";"SENADOR AMARAL";"MG"
"2118";"SENADOR CORTES";"MG"
"2119";"SENADOR FIRMINO";"MG"
"2120";"SENADOR JOSE BENTO";"MG"
"2121";"SENADOR MODESTINO GONCALVES";"MG"
"2122";"SENHORA DE OLIVEIRA";"MG"
"2123";"SENHORA DO PORTO";"MG"
"2124";"SENHORA DOS REMEDIOS";"MG"
"2125";"SERICITA";"MG"
"2126";"SERITINGA";"MG"
"2127";"SERRA AZUL DE MINAS";"MG"
"2128";"SERRA DA SAUDADE";"MG"
"2129";"SERRA DO SALITRE";"MG"
"2130";"SERRA DOS AIMORES";"MG"
"2131";"SERRANIA";"MG"
"2132";"SERRANOPOLIS DE MINAS";"MG"
"2133";"SERRANOS";"MG"
"2134";"SERRO";"MG"
